,Idade,Sexo,Tipo de Assinatura,Valor,Modalidade,Cidade de Entrega,Nome do Bairro,Número Exemplares,Número Exemplares Entregues,Quantidade Parcelas Contrato,Data de Validade Inicial,Data de Validade Final,Número Exemplares a Entregar
3061,87,M,Impressa,834.5,Semestral,São José do Rio Preto,Centro,128,121,6,17/10/2023 ,13/04/2024 ,7
3062,96,M,Impressa,834.5,Semestral,São José do Rio Preto,Fazenda Palhinha (Zona Rural),128,121,1,17/10/2023 ,13/04/2024 ,7
3063,87,F,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Seyon,261,121,11,17/10/2023 ,15/10/2024 ,140
3064,81,M,Combo,780.0,Anual,São José do Rio Preto,Residencial Marcia,156,75,1,17/10/2023 ,14/10/2024 ,81
3065,94,M,Combo,390.0,Semestral,Nipoã,Centro,73,75,6,17/10/2023 ,02/04/2024 ,-2
3066,88,M,Combo,780.0,Anual,São José do Rio Preto,Jardim Tarraf,156,74,12,17/10/2023 ,15/10/2024 ,82
3067,89,M,Impressa,834.5,Semestral,Mirassol,Centro,128,121,6,17/10/2023 ,13/04/2024 ,7
3068,85,M,Impressa,1669.0,Anual,Palestina,A DEFINIR,261,121,10,17/10/2023 ,15/10/2024 ,140
3069,84,M,Impressa,1669.0,Anual,Cedral,Centro,261,121,1,17/10/2023 ,15/10/2024 ,140
3070,59,M,Impressa,1669.0,Anual,Uchoa,A DEFINIR,261,121,6,17/10/2023 ,15/10/2024 ,140
3071,89,M,Impressa,834.5,Semestral,Nova Aliança,Centro,128,121,4,17/10/2023 ,13/04/2024 ,7
3072,81,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Palmeiras,261,120,12,18/10/2023 ,16/10/2024 ,141
3073,82,M,Impressa,1669.0,Anual,São José do Rio Preto,Eldorado,261,120,6,18/10/2023 ,16/10/2024 ,141
3074,62,M,Digital,1251.75,Anual,São José do Rio Preto,Conjunto Habitacional Cristo Rei,261,122,12,18/10/2023 ,16/10/2024 ,139
3075,66,F,Impressa,1669.0,Anual,São José do Rio Preto,Residencial Marcia,261,120,1,18/10/2023 ,16/10/2024 ,141
3076,66,M,Impressa,1669.0,Anual,São José do Rio Preto,Parque Belvedere,261,120,12,18/10/2023 ,16/10/2024 ,141
3077,70,F,Digital,625.88,Semestral,São José do Rio Preto,Parque Residencial Damha,128,122,6,18/10/2023 ,16/04/2024 ,6
3078,62,M,Impressa,1669.0,Anual,Nova Aliança,Centro,261,120,12,18/10/2023 ,16/10/2024 ,141
3079,62,M,Impressa,1669.0,Anual,Guapiaçu,A DEFINIR,261,120,10,18/10/2023 ,16/10/2024 ,141
3080,70,M,Impressa,1669.0,Anual,Cedral,A DEFINIR,261,120,12,18/10/2023 ,16/10/2024 ,141
3081,84,M,Impressa,1669.0,Anual,Adolfo,Centro,261,120,12,18/10/2023 ,16/10/2024 ,141
3082,65,M,Impressa,1669.0,Anual,São José do Rio Preto,Residencial Marcia,261,120,10,18/10/2023 ,16/10/2024 ,141
3083,61,M,Impressa,834.5,Semestral,São José do Rio Preto,Vila Anchieta,128,119,3,19/10/2023 ,15/04/2024 ,9
3084,68,M,Impressa,834.5,Semestral,São José do Rio Preto,Jardim Nazareth,128,119,3,19/10/2023 ,15/04/2024 ,9
3085,82,F,Impressa,1669.0,Anual,São José do Rio Preto,Centro,261,119,12,19/10/2023 ,18/10/2024 ,142
3086,62,M,Impressa,1669.0,Anual,São José do Rio Preto,Residencial Marcia,261,119,12,19/10/2023 ,18/10/2024 ,142
3087,62,M,Impressa,1669.0,Anual,São José do Rio Preto,Parque Residencial Damha,261,119,11,19/10/2023 ,18/10/2024 ,142
3088,62,M,Impressa,1669.0,Anual,São José do Rio Preto,Residencial Marcia,261,119,12,19/10/2023 ,18/10/2024 ,142
3089,62,M,Impressa,834.5,Semestral,São José do Rio Preto,Parque Residencial Damha,128,119,4,19/10/2023 ,15/04/2024 ,9
3090,79,M,Combo,780.0,Anual,Monte Aprazível,A DEFINIR,156,73,12,19/10/2023 ,21/10/2024 ,83
3091,65,M,Impressa,1669.0,Anual,São José do Rio Preto,QUINTA DO GOLFE,261,119,10,19/10/2023 ,18/10/2024 ,142
3092,62,M,Impressa,1669.0,Anual,Potirendaba,LEONILDO CARLI,261,118,12,19/10/2023 ,19/10/2024 ,143
3093,91,M,Impressa,1669.0,Anual,Monte Azul Paulista,A DEFINIR,261,119,1,19/10/2023 ,18/10/2024 ,142
3096,70,F,Impressa,1669.0,Anual,São José do Rio Preto,Solo Sagrado,261,94,12,21/10/2023 ,25/11/2024 ,167
3097,70,F,Combo,720.0,Anual,São José do Rio Preto,Parque Jaguaré,104,48,12,21/10/2023 ,19/10/2024 ,56
3098,64,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Yolanda,261,118,12,21/10/2023 ,19/10/2024 ,143
3099,62,M,Combo,720.0,Anual,São José do Rio Preto,Jardim Urupês,104,48,12,21/10/2023 ,18/10/2024 ,56
3100,63,M,Digital,1251.75,Anual,São José do Rio Preto,Parque Celeste,261,119,12,21/10/2023 ,19/10/2024 ,142
3101,62,M,Combo,720.0,Anual,São José do Rio Preto,Bom Jardim,104,48,12,21/10/2023 ,19/10/2024 ,56
3102,63,M,Combo,720.0,Anual,São José do Rio Preto,Vila Nossa Senhora do Bonfim,104,48,12,21/10/2023 ,19/10/2024 ,56
3103,63,M,Combo,720.0,Anual,São José do Rio Preto,Vila Imperial,104,48,12,21/10/2023 ,19/10/2024 ,56
3104,81,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim São Marco,261,118,10,21/10/2023 ,19/10/2024 ,143
3105,81,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Soraia,261,118,12,21/10/2023 ,19/10/2024 ,143
3106,25,M,Combo,720.0,Anual,São José do Rio Preto,Pinheiros,104,48,12,21/10/2023 ,19/10/2024 ,56
3107,62,M,Combo,720.0,Anual,São José do Rio Preto,Cidade Nova,104,48,12,21/10/2023 ,19/10/2024 ,56
3108,62,M,Digital,1251.75,Anual,São José do Rio Preto,Centro,261,119,10,21/10/2023 ,19/10/2024 ,142
3109,65,M,Combo,720.0,Anual,São José do Rio Preto,Parque Industrial,104,48,12,21/10/2023 ,19/10/2024 ,56
3110,91,M,Impressa,1669.0,Anual,São José do Rio Preto,Centro,261,118,12,21/10/2023 ,19/10/2024 ,143
3111,63,M,Impressa,1669.0,Anual,São José do Rio Preto,Residencial Cidade Jardim,261,118,12,21/10/2023 ,19/10/2024 ,143
3112,63,M,Impressa,834.5,Semestral,São José do Rio Preto,Parque Industrial Campo Verde,128,118,3,21/10/2023 ,17/04/2024 ,10
3113,76,F,Combo,360.0,Semestral,São José do Rio Preto,Residencial Marcia,52,45,6,21/10/2023 ,27/04/2024 ,7
3114,79,M,Combo,720.0,Anual,São José do Rio Preto,Parque Residencial Damha,104,44,12,21/10/2023 ,02/11/2024 ,60
3115,90,M,Impressa,1669.0,Anual,São José do Rio Preto,Centro,261,118,11,21/10/2023 ,19/10/2024 ,143
3116,84,M,Digital,1251.75,Anual,São José do Rio Preto,Parque Residencial Damha IV,261,118,12,21/10/2023 ,21/10/2024 ,143
3117,87,M,Digital,1251.75,Anual,São José do Rio Preto,Higienópolis,261,119,6,21/10/2023 ,19/10/2024 ,142
3118,87,M,Combo,720.0,Anual,São José do Rio Preto,Morada Campestre,104,48,12,21/10/2023 ,19/10/2024 ,56
3119,91,M,Impressa,1669.0,Anual,Votuporanga,Vila Marin,261,118,6,21/10/2023 ,19/10/2024 ,143
3120,103,M,Impressa,1669.0,Anual,Cedral,Centro,261,118,12,21/10/2023 ,19/10/2024 ,143
3121,83,M,Combo,720.0,Anual,Votuporanga,Patrimônio Velho,104,48,12,21/10/2023 ,18/10/2024 ,56
3122,85,M,Impressa,1669.0,Anual,Palestina,Centro,261,118,12,21/10/2023 ,19/10/2024 ,143
3123,85,M,Impressa,1669.0,Anual,Guapiaçu,A DEFINIR,261,118,12,21/10/2023 ,19/10/2024 ,143
3124,98,M,Impressa,1669.0,Anual,Paulo de Faria,A DEFINIR,261,118,12,21/10/2023 ,19/10/2024 ,143
3125,82,M,Impressa,1669.0,Anual,Mendonça,A DEFINIR,261,118,11,21/10/2023 ,19/10/2024 ,143
3126,83,F,Impressa,834.5,Semestral,Poloni,A DEFINIR,128,118,1,21/10/2023 ,17/04/2024 ,10
3127,83,F,Impressa,1669.0,Anual,Palestina,A DEFINIR,261,118,3,21/10/2023 ,19/10/2024 ,143
3128,90,M,Combo,720.0,Anual,Uchoa,Centro,104,48,12,21/10/2023 ,18/10/2024 ,56
3129,62,M,Impressa,1669.0,Anual,Olímpia,Centro,261,118,12,21/10/2023 ,19/10/2024 ,143
3130,74,F,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Residencial Vetorasso,261,117,8,22/10/2023 ,21/10/2024 ,144
3131,74,F,Impressa,1669.0,Anual,São José do Rio Preto,Centro,261,110,11,22/10/2023 ,01/11/2024 ,151
3132,61,M,Impressa,1669.0,Anual,São José do Rio Preto,Eldorado,261,117,1,22/10/2023 ,21/10/2024 ,144
3133,80,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Walkíria,261,117,11,22/10/2023 ,21/10/2024 ,144
3134,61,M,Impressa,834.5,Semestral,São José do Rio Preto,Centro,128,117,1,22/10/2023 ,19/04/2024 ,11
3135,79,M,Digital,1251.75,Anual,São José do Rio Preto,Loteamento Village Santa Helena,261,119,12,22/10/2023 ,21/10/2024 ,142
3136,67,M,Impressa,834.5,Semestral,São José do Rio Preto,Parque Estoril,128,117,3,22/10/2023 ,19/04/2024 ,11
3137,84,F,Impressa,1669.0,Anual,São José do Rio Preto,Vila Itália,261,117,1,22/10/2023 ,21/10/2024 ,144
3138,85,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Panorama,261,117,12,22/10/2023 ,21/10/2024 ,144
3139,93,M,Impressa,1669.0,Anual,São José do Rio Preto,Conjunto Habitacional Costa do Sol,261,117,12,22/10/2023 ,21/10/2024 ,144
3140,84,M,Impressa,1669.0,Anual,São José do Rio Preto,Vila Santa Cruz,261,117,12,22/10/2023 ,21/10/2024 ,144
3141,86,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Redentor,261,117,10,22/10/2023 ,21/10/2024 ,144
3142,88,M,Impressa,1669.0,Anual,São José do Rio Preto,Residencial Ana Célia,261,117,12,22/10/2023 ,21/10/2024 ,144
3143,83,M,Impressa,834.5,Semestral,São José do Rio Preto,Boa Vista,128,117,3,22/10/2023 ,17/04/2024 ,11
3144,86,M,Impressa,1669.0,Anual,São José do Rio Preto,Vila Goyos,261,117,12,22/10/2023 ,21/10/2024 ,144
3145,62,M,Impressa,1669.0,Anual,São José do Rio Preto,Condomínio Débora Cristina,261,117,12,22/10/2023 ,21/10/2024 ,144
3146,79,M,Impressa,834.5,Semestral,São José do Rio Preto,Centro,128,117,1,22/10/2023 ,19/04/2024 ,11
3147,79,M,Impressa,1669.0,Anual,São José do Rio Preto,Vila Redentora,261,116,12,22/10/2023 ,22/10/2024 ,145
3148,85,M,Impressa,1669.0,Anual,São José do Rio Preto,Vila Ercília,261,117,12,22/10/2023 ,21/10/2024 ,144
3149,85,M,Impressa,1669.0,Anual,São José do Rio Preto,Residencial Marcia,261,117,12,22/10/2023 ,21/10/2024 ,144
3150,87,M,Impressa,1669.0,Anual,São José do Rio Preto,Parque Residencial Damha,261,117,10,22/10/2023 ,21/10/2024 ,144
3151,83,M,Digital,1251.75,Anual,São José do Rio Preto,Parque Residencial Damha,261,119,12,22/10/2023 ,21/10/2024 ,142
3152,78,M,Digital,1251.75,Anual,Ribeirão Preto,Jardim América,261,119,12,22/10/2023 ,21/10/2024 ,142
3153,78,M,Impressa,834.5,Semestral,NEVES PAULISTA,Centro,128,117,6,22/10/2023 ,19/04/2024 ,11
3154,85,M,Combo,720.0,Anual,Monte Aprazível,A DEFINIR,104,47,12,22/10/2023 ,25/10/2024 ,57
3155,82,M,Impressa,1669.0,Anual,Potirendaba,A DEFINIR,261,117,12,22/10/2023 ,21/10/2024 ,144
3156,87,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Tarraf,261,117,10,22/10/2023 ,21/10/2024 ,144
3157,78,M,Combo,720.0,Anual,Tanabi,A DEFINIR,104,47,12,22/10/2023 ,25/10/2024 ,57
3158,94,M,Impressa,1669.0,Anual,Santa Fé do Sul,A DEFINIR,261,117,12,22/10/2023 ,21/10/2024 ,144
3159,85,M,Impressa,834.5,Semestral,São José do Rio Preto,QUINTA DO GOLFE,128,117,1,22/10/2023 ,19/04/2024 ,11
3160,69,F,Digital,625.88,Semestral,Jales,Jardim Trianon,128,118,3,22/10/2023 ,20/04/2024 ,10
3161,80,M,Impressa,1669.0,Anual,São José do Rio Preto,Boa Vista,261,116,12,24/10/2023 ,22/10/2024 ,145
3162,88,F,Combo,780.0,Anual,São José do Rio Preto,Vila Maceno,156,70,12,24/10/2023 ,23/10/2024 ,86
3163,88,F,Combo,780.0,Anual,São José do Rio Preto,Parque Jaguaré,156,71,12,24/10/2023 ,22/10/2024 ,85
3164,82,M,Combo,780.0,Anual,São José do Rio Preto,Jardim Tarraf II,156,71,12,24/10/2023 ,22/10/2024 ,85
3165,61,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim dos Seixas,261,116,6,24/10/2023 ,22/10/2024 ,145
3166,77,M,Combo,780.0,Anual,São José do Rio Preto,Jardim Urupês,156,71,12,24/10/2023 ,21/10/2024 ,85
3167,62,M,Impressa,834.5,Semestral,São José do Rio Preto,Jardim Soraia,128,116,6,24/10/2023 ,20/04/2024 ,12
3168,62,M,Impressa,1669.0,Anual,São José do Rio Preto,Boa Vista,261,116,12,24/10/2023 ,22/10/2024 ,145
3170,83,M,Digital,1251.75,Anual,São José do Rio Preto,Jardim Paulista,261,117,2,24/10/2023 ,22/10/2024 ,144
3171,60,M,Impressa,1669.0,Anual,São José do Rio Preto,Vila Elvira,261,116,12,24/10/2023 ,22/10/2024 ,145
3172,76,M,Combo,780.0,Anual,São José do Rio Preto,Vila Imperial,156,71,12,24/10/2023 ,22/10/2024 ,85
3173,62,M,Impressa,1669.0,Anual,São José do Rio Preto,Eldorado,261,116,12,24/10/2023 ,22/10/2024 ,145
3174,62,M,Combo,780.0,Anual,São José do Rio Preto,Pinheiros,156,71,12,24/10/2023 ,22/10/2024 ,85
3175,62,F,Combo,780.0,Anual,São José do Rio Preto,Cidade Nova,156,71,12,24/10/2023 ,22/10/2024 ,85
3176,62,F,Impressa,1669.0,Anual,São José do Rio Preto,Fazenda Monte Alto (Zona Rural),261,116,10,24/10/2023 ,22/10/2024 ,145
3177,86,M,Combo,780.0,Anual,São José do Rio Preto,Parque Industrial,156,72,12,24/10/2023 ,22/10/2024 ,84
3178,61,M,Impressa,1669.0,Anual,Orindiúva,Centro,261,116,1,24/10/2023 ,22/10/2024 ,145
3179,69,M,Combo,390.0,Semestral,São José do Rio Preto,Residencial Marcia,73,72,6,24/10/2023 ,09/04/2024 ,1
3180,74,F,Combo,780.0,Anual,São José do Rio Preto,Parque Residencial Damha,156,72,12,24/10/2023 ,21/10/2024 ,84
3182,62,M,Combo,780.0,Anual,Votuporanga,Patrimônio Velho,156,72,12,24/10/2023 ,21/10/2024 ,84
3183,61,M,Impressa,1669.0,Anual,Monte Aprazível,A DEFINIR,261,116,1,24/10/2023 ,22/10/2024 ,145
3184,61,M,Impressa,1669.0,Anual,Nova Granada,A DEFINIR,261,116,10,24/10/2023 ,22/10/2024 ,145
3185,64,F,Impressa,1669.0,Anual,Jaci,Centro,261,116,6,24/10/2023 ,22/10/2024 ,145
3187,80,M,Combo,780.0,Anual,Uchoa,Centro,156,72,12,24/10/2023 ,21/10/2024 ,84
3188,80,M,Impressa,834.5,Semestral,Monte Azul Paulista,A DEFINIR,128,116,6,24/10/2023 ,20/04/2024 ,12
3189,73,F,Impressa,1669.0,Anual,São José do Rio Preto,CENTRO (ENGENHEIRO SCHMITT),261,114,12,24/10/2023 ,25/10/2024 ,147
3190,87,M,Combo,780.0,Anual,São José do Rio Preto,Jardim Tarraf II,156,70,12,25/10/2023 ,23/10/2024 ,86
3191,82,M,Impressa,1669.0,Anual,São José do Rio Preto,Residencial Macedo Teles I,261,115,12,25/10/2023 ,23/10/2024 ,146
3192,62,M,Impressa,834.5,Semestral,São José do Rio Preto,Vila Imperial,128,115,6,25/10/2023 ,22/04/2024 ,13
3193,62,M,Digital,1251.75,Anual,São José do Rio Preto,Jardim dos Seixas,261,116,12,25/10/2023 ,23/10/2024 ,145
3194,85,F,Impressa,1669.0,Anual,São José do Rio Preto,Centro,261,115,12,25/10/2023 ,23/10/2024 ,146
3195,64,M,Impressa,1669.0,Anual,São José do Rio Preto,Cidade Nova,261,106,8,25/10/2023 ,08/11/2024 ,155
3196,69,F,Impressa,1669.0,Anual,São José do Rio Preto,Residencial Cidade Jardim,261,115,11,25/10/2023 ,23/10/2024 ,146
3197,69,F,Impressa,1669.0,Anual,São José do Rio Preto,Parque Industrial,261,115,6,25/10/2023 ,23/10/2024 ,146
3198,62,M,Impressa,1669.0,Anual,São José do Rio Preto,Vila Imperial,261,115,12,25/10/2023 ,23/10/2024 ,146
3199,83,M,Combo,780.0,Anual,Tanabi,A DEFINIR,156,71,12,25/10/2023 ,23/10/2024 ,85
3200,124,M,Impressa,1669.0,Anual,São José do Rio Preto,Vila Santa Tereza,261,114,6,26/10/2023 ,25/10/2024 ,147
3201,66,M,Digital,1251.75,Anual,São José do Rio Preto,Solo Sagrado I,261,116,6,26/10/2023 ,25/10/2024 ,145
3202,66,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Palmeiras,261,114,1,26/10/2023 ,25/10/2024 ,147
3203,70,F,Impressa,834.5,Semestral,São José do Rio Preto,Vila Santa Cruz,128,114,4,26/10/2023 ,22/04/2024 ,14
3204,84,M,Impressa,834.5,Semestral,São José do Rio Preto,Jardim Conceição,128,114,6,26/10/2023 ,22/04/2024 ,14
3205,82,M,Digital,1251.75,Anual,São José do Rio Preto,Centro,261,115,12,26/10/2023 ,25/10/2024 ,146
3206,71,F,Impressa,834.5,Semestral,São José do Rio Preto,Jardim Bosque das Vivendas,128,114,6,26/10/2023 ,22/04/2024 ,14
3207,71,F,Digital,1251.75,Anual,São José do Rio Preto,Jardim Santa Rosa II,261,115,6,26/10/2023 ,25/10/2024 ,146
3208,64,F,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Santa Catarina,261,114,3,26/10/2023 ,25/10/2024 ,147
3209,88,M,Impressa,1669.0,Anual,São José do Rio Preto,Vila Sinibaldi,261,114,10,26/10/2023 ,25/10/2024 ,147
3210,85,M,Impressa,834.5,Semestral,São José do Rio Preto,Parque Industrial,128,114,1,26/10/2023 ,22/04/2024 ,14
3211,62,M,Impressa,1669.0,Anual,São José do Rio Preto,Conjunto Habitacional Costa do Sol,261,114,12,26/10/2023 ,25/10/2024 ,147
3212,63,M,Impressa,1669.0,Anual,São José do Rio Preto,Vila Redentora,261,114,1,26/10/2023 ,25/10/2024 ,147
3213,62,M,Digital,1251.75,Anual,São José do Rio Preto,Boa Vista,261,115,1,26/10/2023 ,25/10/2024 ,146
3214,61,M,Impressa,1669.0,Anual,São José do Rio Preto,Vila Angélica,261,114,6,26/10/2023 ,25/10/2024 ,147
3215,61,M,Impressa,1669.0,Anual,Tanabi,A DEFINIR,261,114,12,26/10/2023 ,25/10/2024 ,147
3216,61,M,Impressa,1669.0,Anual,Monte Azul Paulista,Centro,261,110,1,26/10/2023 ,01/11/2024 ,151
3217,63,M,Combo,720.0,Anual,São José do Rio Preto,Parque Residencial Dom Lafaiete Libânio,104,46,12,28/10/2023 ,25/10/2024 ,58
3218,87,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim dos Seixas,261,113,12,28/10/2023 ,26/10/2024 ,148
3219,87,M,Combo,720.0,Anual,São José do Rio Preto,Vila Boa Esperança,104,46,12,28/10/2023 ,25/10/2024 ,58
3220,92,F,Impressa,1669.0,Anual,São José do Rio Preto,Vila Maceno,261,113,12,28/10/2023 ,26/10/2024 ,148
3221,83,M,Combo,720.0,Anual,São José do Rio Preto,Vila Itália,104,46,12,28/10/2023 ,25/10/2024 ,58
3222,81,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Congonhas,261,113,12,28/10/2023 ,26/10/2024 ,148
3223,84,M,Combo,720.0,Anual,São José do Rio Preto,Jardim Moysés Miguel Haddad,104,46,12,28/10/2023 ,25/10/2024 ,58
3224,78,M,Combo,720.0,Anual,São José do Rio Preto,Jardim Tarraf II,104,46,12,28/10/2023 ,26/10/2024 ,58
3225,80,M,Combo,720.0,Anual,São José do Rio Preto,Parque Residencial Comendador Mancor Daud,104,45,12,28/10/2023 ,01/11/2024 ,59
3226,84,M,Combo,720.0,Anual,São José do Rio Preto,Jardim Canaã,104,46,12,28/10/2023 ,25/10/2024 ,58
3227,80,M,Combo,720.0,Anual,São José do Rio Preto,Centro,104,46,12,28/10/2023 ,25/10/2024 ,58
3228,81,M,Impressa,1669.0,Anual,São José do Rio Preto,Boa Vista,261,113,12,28/10/2023 ,22/10/2024 ,148
3229,62,M,Impressa,1669.0,Anual,São José do Rio Preto,Vila Ercília,261,113,12,28/10/2023 ,26/10/2024 ,148
3230,62,M,Combo,720.0,Anual,São José do Rio Preto,Boa Vista,104,46,12,28/10/2023 ,26/10/2024 ,58
3231,61,F,Digital,1251.75,Anual,São José do Rio Preto,Centro,261,114,12,28/10/2023 ,26/10/2024 ,147
3232,61,F,Impressa,1669.0,Anual,São José do Rio Preto,Parque Industrial,261,113,10,28/10/2023 ,26/10/2024 ,148
3233,62,M,Combo,720.0,Anual,São José do Rio Preto,Conjunto Habitacional CAIC,104,46,12,28/10/2023 ,25/10/2024 ,58
3235,61,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim do Cedro,261,113,10,28/10/2023 ,26/10/2024 ,148
3236,61,M,Impressa,1669.0,Anual,São José do Rio Preto,Estância São Pedro (Zona Rural),261,113,12,28/10/2023 ,26/10/2024 ,148
3237,61,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Nazareth,261,113,6,28/10/2023 ,26/10/2024 ,148
3238,81,F,Impressa,1669.0,Anual,São José do Rio Preto,Parque Industrial,261,113,6,28/10/2023 ,26/10/2024 ,148
3239,61,M,Impressa,1669.0,Anual,São José do Rio Preto,Vila Esplanada,261,113,12,28/10/2023 ,26/10/2024 ,148
3240,63,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Tarraf,261,113,12,28/10/2023 ,26/10/2024 ,148
3241,62,M,Combo,720.0,Anual,São José do Rio Preto,Jardim Tarraf,104,46,12,28/10/2023 ,26/10/2024 ,58
3242,62,M,Combo,720.0,Anual,Engenheiro Schmitt,SAO DEOCLECIANO,104,46,12,28/10/2023 ,26/10/2024 ,58
3243,73,F,Impressa,1669.0,Anual,NEVES PAULISTA,A DEFINIR,261,113,12,28/10/2023 ,26/10/2024 ,148
3244,73,F,Digital,1251.75,Anual,São José do Rio Preto,Loteamento Parque dos Pássaros,261,114,12,28/10/2023 ,26/10/2024 ,147
3245,64,M,Combo,360.0,Semestral,São José do Rio Preto,Morada Campestre,52,44,6,28/10/2023 ,03/05/2024 ,8
3246,64,M,Combo,360.0,Semestral,Olímpia,A DEFINIR,52,42,6,28/10/2023 ,10/05/2024 ,10
3247,62,M,Impressa,1669.0,Anual,Guapiaçu,Centro,261,113,12,28/10/2023 ,26/10/2024 ,148
3248,80,M,Impressa,1669.0,Anual,Votuporanga,Vila América,261,113,1,28/10/2023 ,26/10/2024 ,148
3249,71,F,Digital,1251.75,Anual,José Bonifácio,A DEFINIR,261,115,12,28/10/2023 ,26/10/2024 ,146
3250,71,F,Impressa,1669.0,Anual,São José do Rio Preto,QUINTA DO GOLFE,261,111,6,28/10/2023 ,30/10/2024 ,150
3251,89,M,Impressa,1669.0,Anual,Jaci,A DEFINIR,261,113,1,28/10/2023 ,26/10/2024 ,148
3252,82,F,Impressa,1669.0,Anual,Riolândia,COHAB 1,261,113,12,28/10/2023 ,26/10/2024 ,148
3253,82,F,Impressa,834.5,Semestral,Icém,Centro,128,113,3,28/10/2023 ,24/04/2024 ,15
3254,84,M,Impressa,1669.0,Anual,São José do Rio Preto,Vila Itália,261,112,11,29/10/2023 ,28/10/2024 ,149
3255,117,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Congonhas,261,112,1,29/10/2023 ,28/10/2024 ,149
3256,60,M,Combo,720.0,Anual,São José do Rio Preto,Jardim Tarraf II,104,45,12,29/10/2023 ,01/11/2024 ,59
3257,73,F,Impressa,1669.0,Anual,São José do Rio Preto,Boa Vista,261,112,11,29/10/2023 ,28/10/2024 ,149
3258,73,F,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Palmeiras,261,112,1,29/10/2023 ,28/10/2024 ,149
3259,76,M,Impressa,1669.0,Anual,São José do Rio Preto,Vila Sinibaldi,261,101,12,29/10/2023 ,09/11/2024 ,160
3260,57,M,Impressa,1669.0,Anual,São José do Rio Preto,Vila Aeroporto,261,112,1,29/10/2023 ,28/10/2024 ,149
3261,61,M,Impressa,834.5,Semestral,São José do Rio Preto,Centro,128,112,5,29/10/2023 ,26/04/2024 ,16
3262,71,F,Impressa,1669.0,Anual,São José do Rio Preto,Parque Quinta das Paineiras,261,112,1,29/10/2023 ,28/10/2024 ,149
3263,124,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Primavera,261,104,10,29/10/2023 ,08/11/2024 ,157
3264,62,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Alto Rio Preto,261,112,11,29/10/2023 ,28/10/2024 ,149
3265,64,M,Impressa,1669.0,Anual,São José do Rio Preto,Roseiral,261,112,12,29/10/2023 ,28/10/2024 ,149
3266,62,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Novo Aeroporto,261,112,3,29/10/2023 ,28/10/2024 ,149
3267,66,M,Impressa,1669.0,Anual,São José do Rio Preto,Parque Residencial Romano Calil,261,109,12,29/10/2023 ,04/11/2024 ,152
3268,78,M,Digital,1251.75,Anual,São José do Rio Preto,Higienópolis,261,108,1,29/10/2023 ,05/11/2024 ,153
3270,65,M,Impressa,834.5,Semestral,São José do Rio Preto,Parque Industrial,128,112,1,29/10/2023 ,26/04/2024 ,16
3271,61,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Vivendas,261,112,12,29/10/2023 ,28/10/2024 ,149
3272,57,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Canaã,261,112,12,29/10/2023 ,28/10/2024 ,149
3273,57,M,Impressa,1669.0,Anual,São José do Rio Preto,Vila Curti,261,112,10,29/10/2023 ,28/10/2024 ,149
3274,59,M,Impressa,1669.0,Anual,São José do Rio Preto,Parque Industrial,261,112,6,29/10/2023 ,28/10/2024 ,149
3275,59,M,Digital,625.88,Semestral,São José do Rio Preto,Centro,128,114,3,29/10/2023 ,27/04/2024 ,14
3276,59,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Tarraf,261,112,6,29/10/2023 ,28/10/2024 ,149
3277,84,M,Impressa,1669.0,Anual,São José do Rio Preto,Centro,261,112,12,29/10/2023 ,28/10/2024 ,149
3278,86,M,Digital,1251.75,Anual,Catanduva,Vila Guzzo,261,114,12,29/10/2023 ,28/10/2024 ,147
3279,86,M,Impressa,1669.0,Anual,Paulo de Faria,A DEFINIR,261,112,12,29/10/2023 ,28/10/2024 ,149
3280,60,M,Impressa,1669.0,Anual,Tanabi,A DEFINIR,261,112,12,29/10/2023 ,28/10/2024 ,149
3281,59,M,Impressa,1669.0,Anual,Valentim Gentil,A DEFINIR,261,112,12,29/10/2023 ,28/10/2024 ,149
